"Story","Title","Result","Date","Stability","Duration (s)"
"Best Buy Application","Product CRUD Test","SUCCESS","2023-01-10T18:37:24.004Z[Europe/London]","0.0","5.6"
"Best Buy Application","Store CRUD Test","SUCCESS","2023-01-10T18:37:30.978Z[Europe/London]","0.0","0.62"
