"Story","Title","Result","Date","Stability","Duration (s)"
"Tags test","This test will verify if a status code of 200 is returned for GET request for store","SUCCESS","2023-01-10T18:37:35.728Z[Europe/London]","0.0","0.07"
"Tags test","This test will verify if a status code of 200 is returned for GET request for product api","SUCCESS","2023-01-10T18:37:35.800Z[Europe/London]","0.0","0.29"
