"Story","Title","Result","Date","Stability","Duration (s)"
"Tags test","Provide a 500 status code when incorrect HTTP method is used to access resource for product api","SUCCESS","2023-01-10T18:37:35.714Z[Europe/London]","0.0","0.01"
"Tags test","This test will provide an error code of 404 when user tries to access an invalid resource for product api","SUCCESS","2023-01-10T18:37:36.108Z[Europe/London]","0.0","0.01"
